股票代码,股票名称,当前价,涨跌幅,市值,市盈率
FLQS,Franklin LibertyQ U.S. Small Cap Equity ETF,27.38,0.0,2738000.0,
FLQM,Franklin LibertyQ U.S. Mid Cap Equity ETF,27.73,0.0,2773000.0,
FLQH,Franklin LibertyQ International Equity Hedged ETF,24.52,0.0,9808000.0,
FLNT,"Fluent, Inc.",2.6,0.0,1.974474E8,
FLML,弗莱莫科技,10.39,0.0,4.284966E8,16.76
FLMI,Franklin Templeton ETF Trust Franklin Liberty Intermediate Municipal Opportunities ETF,24.48,0.0,7359000.0,
FLMB,Franklin Templeton ETF Trust Franklin Liberty Municipal Bond ETF,24.34,0.0,7320000.0,
FLLV,Franklin Liberty U.S. Low Volatility ETF,30.22,0.0,6044000.0,
CHIX,中国金融业ETF-Global X,18.12,-0.06,5.71095E7,
CLM,"Cornerstone Strategic Value Fund, Inc. New",15.55,-0.06,6.8663E8,66.3
DAR,美国达尔令国际,17.23,-0.06,2.8380406E9,22.39
DAX,DAX指数ETF-Recon,31.1,-0.06,2.1784E7,
DFE,欧洲小盘红利股-WisdomTree,72.15,-0.06,1.277763E9,
EPP,亚太(除日本)ETF-iShares,46.86,-0.06,2.602395E9,41.25
EXPO,毅博科技咨询,85.8,-0.06,2.2324864E9,51.41
FDM,First Trust DJ Select MicroCap ETF,48.29,-0.06,1.041404E8,
FLOW,弗洛国际,49.94,-0.06,2.1237572E9,45.43
FLRT,增强浮动利率债ETF-AdvisorShares,49.34,-0.06,2.96208E7,
FLTB,Fidelity Limited Term Bond ETF,49.44,-0.06,1.18728E8,32.06
FMB,First Trust Managed Municipal ETF,52.43,-0.06,3.488857E8,
GSD,WisdomTree Global SmallCap Dividend Fund,32.43,-0.06,2.2715E7,
IDCC,"InterDigital, Inc.",79.55,-0.06,2.7663626E9,16.35
ISTB,核心美元债1-5年ETF-iShares,49.05,-0.06,1.909212E9,
JPW,NUVEEN FLEXIBLE INVT INCOME,17.97,-0.06,6.5871E7,
KOL,煤炭ETF-VanEck Vectors,16.16,-0.06,8.7318E7,
LMBS,First Trust Low Duration Opportunities ETF,51.16,-0.06,1.2412364E9,
MPSX,MULTI PACKAGING SOLUTIONS INTL COM USD1,17.99,-0.06,1.3977833E9,89.95
NOBL,大盘股红利贵族-ProShares,62.27,-0.06,3.4363966E9,1.0
OSUR,奥瑞许科技,17.17,-0.06,1.0564687E9,33.69
PEGI,Pattern Energy Group Inc.,17.89,-0.06,1.751799E9,
SPIB,SPDR Portfolio Intermediate Term Corporate Bond ETF,33.29,-0.06,3.3043544E9,
TTAC,TrimTabs All Cap U.S. Free-Cash-Flow ETF,34.81,-0.06,6.79185E7,
TUSA,First Trust Total US Market AlphaDEX ETF,33.38,-0.06,1.50314E7,8.7
UYG,金融业2X做多-ProShares,123.75,-0.06,9.063427E8,
VB,美国小盘股ETF-Vanguard,149.39,-0.06,2.20352313E10,5.04
VOO,标普500ETF-Vanguard,244.86,-0.06,8.78803532E10,
VTEB,Vanguard Tax-Exempt Bond ETF,50.55,-0.06,2.6302704E9,
VUSE,ETF Series Solutions Trust Vident Core US Equity ETF,33.37,-0.06,6.57783E8,
WBS-EL,WBS-EL,25.41,-0.06,0.0,
EWP,西班牙ETF-iShares,33.6,-0.06,1.0615515E9,
QGEN,快而精医药,32.79,-0.06,7.4333304E9,193.0
AGND,负久期全债市基金-WisdomTree,44.11,-0.07,3.0898E7,
ARI-AL,ARI-AL,25.09,-0.07,0.0,
BXMT,黑石按揭贷款信托,30.63,-0.07,3.3161489E9,13.5
CCS,"Century Communities, Inc.",29.28,-0.07,8.68572E8,14.43
CLY,信用债券10+年ETF-iShares,58.83,-0.07,6.53457E8,
DCI,唐纳森,45.52,-0.07,5.9157314E9,25.73
DIA,道指ETF-SPDR,244.32,-0.07,2.16225121E10,10.31
EVG,伊万短久期多元收益基金,13.34,-0.07,2.392066E8,13.09
FEZ,欧元区STOXX50 ETF-SPDR,41.76,-0.07,4.4611229E9,44.46
FYC,First Trust Small Cap Growth AlphaDEX Fund,44.53,-0.07,1.916081E8,
GHY,保德信全球短久期高收益基金,13.79,-0.07,5.647495E8,
GVI,中期政府&信用债ETF-iShares,107.38,-0.07,1.875177E9,
IEI,美国国债3-7年ETF-iShares,119.32,-0.07,7.33116E9,
ISMD,Inspire Small/Mid Cap Impact ETF,26.79,-0.07,3.75382E7,
IYZ,电信业ETF-iShares,27.79,-0.07,3.08691E8,31.97
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,40.47,-0.07,3.2481E7,
KF,韩国封基,40.73,-0.07,2.347242E8,12.35
LOV,"Spark Networks, Inc. American Depositary Shares (each representing one-tenth of an Ordinary Share)",14.2,-0.07,1.8473E8,
MAGA,Point Bridge GOP Stock Tracker ETF,27.59,-0.07,3.93443E7,
MNR,Monmouth Real Estate Investment Corporation Class A,15.11,-0.07,1.1831736E9,23.63
OSB,Norbord Inc.,41.6,-0.07,3.5986669E9,8.23
PEK,沪深300ETF-Market Vectors华夏,46.0,-0.07,6.21405E7,
PSK,美国优先股ETF-SPDR Wells Fargo,42.9,-0.07,5.130135E8,
PTEU,Pacer TrendpilotTM European Index ETF,29.93,-0.07,2.9954E7,
SPAB,SPDR Portfolio Aggregate Bond ETF,27.83,-0.07,2.4619474E9,3.57
SPTS,SPDR Portfolio Short Term Treasury ETF,29.5,-0.07,3.27672E8,
TTT,长期国债3X做空-ProShares,29.23,-0.07,1.001788E8,23.33
USB-M,US Bancorp-优先股M,27.66,-0.07,1.21792E9,
VCF,"Delaware Investments Colorado Municipal Income Fund, Inc",14.1,-0.07,6.82515E7,13.83
VIOV,Vanguard S&P Small-Cap 600 Value ETF,133.69,-0.07,2.909715E8,
WDIV,SPDR S&P Global Dividend,69.17,-0.07,1.86894E8,
XLF,金融业ETF-SPDR,27.86,-0.07,3.25037705E10,10.71
BSX,波士顿科学,28.82,-0.07,3.97846415E10,360.5
CYTX,赛托瑞疗法,0.285,-0.07,9314747.76,
SAP,SAP SE,105.93,-0.07,1.302214486E11,33.02
ACWV,iShares Edge MSCI Min Vol Global ETF,83.69,-0.08,3.43416E9,
AFSI,AFSI保险,12.63,-0.08,2.4806847E9,
AGNCN,"AGNC Investment Corp. - Depositary Shares Each Representing a 1/1,000th Interest in a Share of 7.00% Series C Fixed-To-Floating ",25.35,-0.08,3.0444E8,
AGZ,美国联邦机构债券ETF-iShares,110.92,-0.08,4.273885E8,
ANH-C,Anworth Mortgage Asset  Corporation 7.625% Series C Cumulative Redeemable  Preferred Stock,25.02,-0.08,5.03378E7,
ARII,"American Railcar Industries, Inc.",37.77,-0.08,7.213706E8,5.07
AWF,联博全球高收益基金,11.79,-0.08,1.0175102E9,44.38
BFS-C,"Saul Centers, Inc. Depositary Shares, each representing 1/100th of a share of 6.875% Series C Cumulative Redeemable Preferred St",24.1,-0.08,1.013124E8,19.84
BLHY,Virtus Newfleet Dynamic Credit,24.52,-0.08,7.86326E7,
BNY,BNY信托,12.81,-0.08,1.661413E8,11.25
BYLD,iShares Yield Optimized Bond ETF,24.23,-0.08,4.00125E7,
CIM-B,Chimera优先股B,25.4,-0.08,3.0504E8,
CMD,康塔尔医疗,115.75,-0.08,4.8321873E9,53.63
COF-P,Capital One Financial Corp Pfd Ser B,25.3,-0.08,8.862E8,
CUBI-E,"Customers Bancorp, Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series E",26.43,-0.08,6.0835E7,
CWST,"Casella Waste Systems, Inc.",24.5,-0.08,1.0224846E9,
CYS-A,CYS Investments Inc Cumulative Redeemable Preferred Series A,24.33,-0.08,7.305E7,9.87
DOOR,美森特,61.7,-0.08,1.7291263E9,12.08
DXB,Deutsche Bk Contingent Cap TR II Tr Pfd Sec,25.77,-0.08,8.2528E8,
EMP,"Entergy Mississippi, Inc. First Mortgage Bonds, 4.90% Series Due October 1, 2066",24.11,-0.08,2.50952E8,
FARO,法如科技,63.4,-0.08,1.0756404E9,
FFIU,Fieldstone UVA Unconstrained Medium-Term Fixed Income ETF,24.46,-0.08,4.77263E7,
FIDU,Fidelity MSCI Industrials Index ETF,38.49,-0.08,5.778E8,
FUN,雪松娱乐,64.07,-0.08,3.6140605E9,16.92
GGZ,Gabelli Global Small and Mid Cap Value Trust (The)  of Beneficial Interest,12.13,-0.08,1.252111E8,
HACK,网络安全ETF-PureFunds,36.65,-0.08,1.390172E9,
HJV,"MS Structured Asset Corp MS Structured Asset Corp. SATURNS J.C. Penney Company, Inc. Debenture Backed Series 2007-1, 7% Callable",11.77,-0.08,2.56804E7,
HTFA,Horizon Technology Finance Corporation 6.25% Notes due 2022,25.53,-0.08,8.30375E8,
IAGG,iShares International Aggregate Bond Fund,52.38,-0.08,7.311893E8,
IBDC,iShares iBonds Mar 2020 Term Corporate ETF,25.88,-0.08,1.12665E8,
IBMI,iShares iBonds Sep 2020 Term Muni Bond ETF,25.24,-0.08,2.6523E8,
IJT,标普小盘成长股600-iShares,177.78,-0.08,5.4357615E9,573.97
TWB,TWB,0.0,0.0,0.0,
TWER,Towerstream Corporation,0.22,0.0,4172400.0,
TWLL,特威半导体,0.0,0.0,0.0,
TWO*,Two Harbors Investment Corp,16.21,0.0,0.0,
TWOK,SPDR Russell 2000 ETF,88.43,0.0,2.56795E8,
TWOL,TWOL,0.0,0.0,0.0,
TWON,INDEXIQ ETF TR,21.2,0.0,2120000.0,
TWOZ,TWOZ,0.0,0.0,0.0,
TWPG,Thomas Weisel Partners,0.0,0.0,1.9357E8,
TXIC,同心国际,0.05,0.0,726400.0,
TXICW,TXICW,0.0,0.0,1.0,
TYD,Direxion Daily 10-Yr Treasury Bull 3x Shrs,39.76,0.0,5964000.0,
TYNS,Direxion Daily 7 10 Year Treasury Bear 1X Shares,28.89,0.0,1444500.0,
TYVIX,10年国债波动率指数,3.95,0.0,0.0,
TYY-B,TORTOISE ENERGY CAP CORP,0.0,0.0,0.0,
TYY-B.CL,TORTOISE ENERGY CAP CORP,0.0,0.0,5.06E7,
TZK.CL,,25.71,0.0,3.2909999E7,
UAE,阿联酋ETF-iShares,16.51,0.0,3.96264E7,
UAG,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes E-TRACS UBS Bloomberg CMCI Agriculture ETN,18.11,0.0,3314100.0,21.28
UAHC,联美保险,0.02,0.0,660840.0,
UAM,Universal American,9.97,0.0,5.924995E8,
UAN,"CVR Partners, LP Common Units representing Limited Partner Interests",3.04,0.0,3.443802E8,
UAUA,美联航,0.0,0.0,0.0,
UBC,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes E-TRACS UBS Bloomberg CMCI Livestock ETN,18.3,0.0,2463800.0,
UBER,Uber,0.0,0.0,0.0,
UBET,Youbet.com,0.0,0.0,0.0,
UBG,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes E-TRACS UBS Bloomberg CMCI Gold ETN,33.75,0.0,3914200.0,
UBM,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes E-TRACS UBS Bloomberg CMCI Industrial ETN,18.4,0.0,1840000.0,51.43
UBN,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes E-TRACS UBS Bloomberg CMCI Energy ETN,8.42,0.0,1898000.0,
UBND,WisdomTree Western Asset Unconstrained Bond Fund,51.26,0.0,5126000.0,
UBP-F,Urstadt Biddle Properties Inc. Pfd Ser F,25.35,0.0,1.311863E8,
UBP-F.CL,Urstadt Biddle Properties Inc. Pfd Ser F,25.42,0.0,1.315485E8,
UBP-FL,UBP-FL,25.42,0.0,0.0,
UBPS,UNIVERSAL BUSINESS PMT SOL A,3.1,0.0,3.574E7,103.33
UBRT,Credit Suisse AxelaTrader 3x Long Brent Crude Oil ETN,231.87,0.0,6.08659E7,
UBT,长期国债2X做多-ProShares,72.66,0.0,1.81638E7,
UBX,Unity Biotechnology,0.0,0.0,0.0,
UCHF,ETNs linked to the VelocityShares Daily 4X Long CHF vs. USD Index,26.44,0.0,4230400.0,
UCIB,"ETRACS UBS Bloomberg Constant Maturity Commodity Index (CMCI) Total Return ETN Series B due April 5, 2038",15.45,0.0,6180000.0,
UCWEB,UC优视,0.0,0.0,0.0,
UDBI,Legg Mason US Diversified Core ETF,31.42,0.0,3267700.0,
UDF,UNITED DEV FDG IV,3.2,0.0,9.81524E7,1.74
UEM,UEM,193.0,0.0,4.1156E8,11.03
UEUR,ETNs linked to the VelocityShares Daily 4X Long EUR vs. USD Index,28.55,0.0,4568000.0,
UGBP,ETNs linked to the VelocityShares Daily 4X Long GBP vs. USD Index,29.41,0.0,4705600.0,
UJPY,ETNs linked to the VelocityShares Daily 4X Long JPY vs. USD Index,29.6,0.0,4735200.0,
UK,Recon Capital Series Trust Recon Capital FTSE 100 ETF,20.5,0.0,2120000.0,
ULBR,Citigroup Global Markets Holdings Inc VelocityShares Long LIBOR ETN,37.5,0.0,1.5E7,
ULST,SPDR SSgA Ultra Short Term Bond ETF,40.22,0.0,3.6198E7,
ULU,ULURU INC,0.0,0.0,0.0,
UMDD,UltraPro MidCap400,111.01,0.0,3.60782E7,
UMH,"UMH Properties, Inc.",12.98,0.0,4.682012E8,
UMH-A,"UMH Properties, Inc. 8.25% Series A Cumulative Redeemable Preferred Stock, Liquidation Preference $25 per share",25.4,0.0,9.30605E7,
UMH-A.CL,"UMH Properties, Inc. 8.25% Series A Cumulative Redeemable Preferred Stock, Liquidation Preference $25 per share",25.05,0.0,9.1595E7,
UMX,墨西哥2X做多-ProShares,28.11,0.0,9600500.0,
UNCA,Unica软件,0.0,0.0,1.0,
UNIS,Unilife Corp,0.1591,0.0,3266500.0,
UNUM,"Unum Therapeutics, Inc.",0.0,0.0,0.0,
UNXL,"Uni-Pixel, Inc.",0.051,0.0,4758700.0,
UOP,ProShares Ultra Oil &#38; Gas Exploration &#38; Production,18.82,0.0,920800.0,
UPV,欧洲2X做多-ProShares,60.66,0.0,1.2132E7,
URRE,"Uranium Resources, Inc.(新代码WWR)",1.33,0.0,3.29516E7,
USA.WD,,0.0,0.0,0.0,
USAG,美国农产品基金,17.35,0.0,1735000.0,
USATP,全美科技,22.85,0.0,1.01697E7,
USATW,USATW,0.0,0.0,0.0,
USB-A,"U.S. Bancorp Depositary Shares, Each representing a 1/100th interest in a share of Series A Non-CumulativePerpetual Pfd Stock",930.0,0.0,1.1625E9,
USB-I.CL,USB CAP X,0.0,0.0,5.0328E8,
USB-K.CL,USB CAP XII,0.0,0.0,4.998E8,
USB-L.CL,US BANCORP DEL,25.12,0.0,5.024E8,
USB-N,US Bancorp-优先股N,25.38,0.0,1.101275E9,
USB-N.CL,US Bancorp Del DEPOSITARY SH S G,24.99,0.0,1.084566E9,
USB-NL,USB-NL,24.99,0.0,0.0,
USBI,UNITED SECURITY BANCSHARES,10.57,0.0,6.38776E7,25.78
USDY,Horizons Cadence Hedged US Dividend Yield ETF,25.0,0.0,1.125E7,
USFR,WisdomTree Bloomberg Floating Rate Treasury Fund,25.11,0.0,5.83807E7,
USLB,PowerShares Russell 1000 Low Beta Equal Weight Portfolio,30.8,0.0,1.5246E8,
USMF,WisdomTree U.S. Multifactor Fund,28.49,0.0,5698800.0,
USMR,Horizons USA Managed Risk ETF,25.98,0.0,1305000.0,
USOI,Credit Suisse AG - Credit Suisse X-Links Crude Oil Shares Covered Call ETN,29.28,0.0,5856800.0,
USSD,WisdomTree Strong Dollar U.S. Equity Fund,29.75,0.0,1430000.0,
USV,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes E-TRACS UBS Bloomberg CMCI Silver ETN,20.95,0.0,2095400.0,
USWD,WisdomTree Weak Dollar U.S. Equity Fund,28.07,0.0,1403500.0,
Ute,Ute Energy,0.0,0.0,0.0,
UTEK,超科技半导体,30.23,0.0,8.233495E8,53.04
UTG.R,UTG.R,0.35,0.0,0.0,
UTG.R*,UTG.R*,0.3651,0.0,0.0,
UTG.RT,Reaves Utility Income Fund,0.35,0.0,0.0,
UTG.RT*,Reaves Utility Income Fund,0.37,0.0,0.0,
UTI,Universal Technical Institute Inc,3.02,0.0,7.55294E7,
UTL,UNITIL Corporation,45.9,0.0,6.818524E8,22.28
UTLF,iShares Edge MSCI Multifactor Utilities ETF,25.42,0.0,2542000.0,
UTLZ,Direxion Daily Utilities Bear 1X Shares,21.82,0.0,2182200.0,
UUUU+,"Energy Fuels Inc Warrants, exercisable for one common share until September 20, 2021 at an exercise price of $2.45",0.7587,0.0,2751400.0,
UWTIF,原油3X做多-VelocityShares,18.27,0.0,3.1997E8,
UWZST,NASDAQ Test Symbol,0.0,0.0,0.0,
VAL,华仕伯,112.99,0.0,8.9990876E9,27.23
VALE*,Vale S.A.,10.54,0.0,5.81820672E10,10.9
VALE.P,淡水河谷优先股,10.24,0.0,3.0836866E9,1.87
VALQ,American Century STOXX U.S. Quality Value ETF,39.0,0.0,6825000.0,
HIFR,"InfraREIT, Inc.",20.59,-0.1,9.026544E8,73.61
HUSE,US Market Rotation Strategy ETF,39.05,-0.1,8.79525E7,
IDEV,iShares Core MSCI International Developed Markets ETF,59.07,-0.1,9.135585E8,
IEF,美国国债7-10年ETF-iShares,101.47,-0.1,8.389682E9,30.87
IEV,欧洲ETF-iShares,47.91,-0.1,2.82964E9,49.96
INTF,iShares Edge MSCI Multifactor Intl ETF,29.47,-0.1,6.6965E8,
ITT,ITT Inc.,51.02,-0.1,4.4639715E9,39.28
MGC,Vanguard Mega Cap ETF,91.7,-0.1,1.404387E9,
MIC,麦格里基础设施,38.67,-0.1,3.2865753E9,7.55
PFN,PIMCO收益策略基金2期,10.35,-0.1,6.132816E8,22.41
PRFZ,PowerShares FTSE RAFI US 1500 Small-Mid Portfolio,131.97,-0.1,1.908845E9,
QAI,多策略对冲基金复制-IQ Hedge,30.44,-0.1,1.12739E9,
RFDA,RiverFront Dynamic US Dividend Advantage ETF,31.45,-0.1,1.149021E8,
RODM,Hartford Multifactor Developed Markets (ex-US) ETF,29.5,-0.1,3.75031E8,
SCHR,美国中期国债ETF-Schwab,51.92,-0.1,1.371876E9,324.71
SHAG,WisdomTree Barclays Yield Enhanced U.S. Short-Term Aggregate Bond Fund,48.88,-0.1,3.42489E7,
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,49.57,-0.1,7.98882E8,
SMMV,iShares Trust ETF,29.35,-0.1,2.6442E7,
SOR,"Source Capital, Inc.",40.18,-0.1,3.481138E8,91.41
TMV,长期国债3X做空-Direxion,21.03,-0.1,4.220481E8,
TTGT,"TechTarget, Inc.",20.51,-0.1,5.642335E8,85.54
VEACU,Vantage Energy Acquisition Corp. - Unit,10.27,-0.1,4.9344E8,
VEGI,全球农业ETF-iShares,29.13,-0.1,3.20771E7,
VXF,VANGUARD INDEX FDS EXTENDED MARKET ETF,113.44,-0.1,5.9948964E9,15.99
WCFB,"WCF Bancorp, Inc.",9.61,-0.1,2.46369E7,
WMC,Western Asset Mortgage Capital Corporation,9.68,-0.1,4.038761E8,4.77
WRLSU,Pensare Acquisition Corp. - Unit,10.42,-0.1,0.0,
HOG,哈雷摩托,41.0,-0.1,6.8891232E9,13.59
TM,丰田汽车,129.1,-0.1,1.91984216382E11,11.63
ICS30,雪球中概30指数,1296.71,-0.1,0.0,
BCS-D,巴克莱银行-优先股D,26.07,-0.11,2.7666E9,
BNDX,国际全债市ETF汇率对冲-Vanguard,54.46,-0.11,1.14497015E10,
C-J,花旗银行-优先股J,28.04,-0.11,1.06666E9,
CMO,卡帕史丹抵押,8.74,-0.11,8.09488E8,13.46
COF-F,"Capital One Financial Corporation Depositary Shares, Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative",26.44,-0.11,5.294E8,
CWEI,Clayton Williams Energy,131.76,-0.11,2.342939E9,
DEI,道格拉斯艾美特,36.1,-0.11,6.1402131E9,62.31
DLX,豪华,74.98,-0.11,3.5895799E9,15.9
DVYA,iShares Asia / Pacific Dividend 30 Index Fund Exchange Traded Fund,46.11,-0.11,3.92394E7,
ECC,Eagle Point Credit Company Inc.,18.37,-0.11,3.923927E8,
EES,WisdomTree U.S. SmallCap Earnings Fund,36.62,-0.11,6.12222E8,
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust  of Beneficial Interest,9.43,-0.11,2.228948E8,
EHI,西部资产全球高收益基金,9.42,-0.11,4.266343E8,9.25
EWMC,PowerShares S&P MidCap 400 Equal Weight Portfolio,63.81,-0.11,1.053987E8,
EXG,伊万税收管理全球多元股票收益基金,9.07,-0.11,2.7372387E9,15.17
FDEU,第一信托动态欧洲股票收益基金,17.86,-0.11,3.081065E8,
FGEN,"FibroGen, Inc",46.35,-0.11,3.8357478E9,
FORR,佛罗斯特研究,44.7,-0.11,8.085412E8,53.92
FTAG,First Trust Indxx Global Agriculture ETF,27.28,-0.11,6552400.0,
GS-J,高盛-优先股J,26.27,-0.11,1.052E9,
GVAL,全球价值策略ETF-Cambria,26.39,-0.11,2.140023E8,
HAWK,"Blackhawk Network Holdings, Inc.",44.85,-0.11,2.5505748E9,
IBKCP,IBERIABANK Corporation - Depositary Shares Representing Series B Fixed to Floating,27.39,-0.11,8.2251E7,6.97
IVLU,iShares Edge MSCI Intl Value Factor ETF,26.89,-0.11,1.69596E8,
IWP,罗素中型成长股指数ETF-iShares,123.21,-0.11,8.5419875E9,474.42
JPM-B,摩根大通-优先股B,26.33,-0.11,9.7532E8,
JPM-G,摩根大通-优先股G,26.14,-0.11,1.36084E9,
JPS,Nuveen Preferred & Income Securities Fund,9.43,-0.11,1.9240407E9,7.04
MFDX,PIMCO Equitiy Series PIMCO RAFI Dynamic Multi-Factor International Equity ETF,26.88,-0.11,2.47526E7,
MOO,全球农业ETF-Market Vectors,62.32,-0.11,8.79699E8,59.79
NNY,纽约纽文市政价值基金,9.18,-0.11,1.396068E8,20.42
NUV,纽文市政价值基金,9.47,-0.11,1.9611793E9,20.17
PFF,美国优先股ETF-iShares,37.25,-0.11,1.6336749E10,13.33
PKE,Park Electrochemical Corporation,17.53,-0.11,3.551672E8,70.2
QQQE,Direxion NASDAQ-100 Equal Weighted Index Shares,43.81,-0.11,1.578961E8,
RXI,全球可选消费ETF-iShares,113.53,-0.11,2.55735E8,27.59
RZV,PowerShares S&P Smallcap 600 Pure Value Portfolio,72.34,-0.11,1.66562E8,14.16
SHBI,Shore Bancshares Inc,18.86,-0.11,2.404557E8,21.21
TSLX,"TPG Specialty Lending, Inc.",17.76,-0.11,1.1405958E9,9.56
VCIT,美国中期公司债-Vanguard,83.68,-0.11,1.82810969E10,
VEA,EAFE指数ETF-Vanguard,44.97,-0.11,7.18783431E10,
VTR,斗牛场不动产投资信托,46.96,-0.11,1.67501515E10,26.12
XFLT,XAI Octagon Floating Rate & Alternative Income Term Trust  of Beneficial Interest,9.16,-0.11,6.64825E7,
XLI,工业指数ETF-SPDR,75.52,-0.11,1.37006856E10,
YYY,高收益封基ETF-YieldShares,18.47,-0.11,1.913715E8,
GSH,广深铁路,27.28,-0.11,3.8591109576E9,1365.5
ADM,Archer Daniels Midland,45.45,-0.11,2.54287019E10,16.31
AIEQ,人工智能驱动股票ETF,26.58,-0.11,1.35711E8,
ATVI,动视暴雪,66.23,-0.11,4.9998431076E10,44.75
BIV,美国中期债券-Vanguard,80.65,-0.11,1.49008948E10,
COST,好市多,193.35,-0.11,8.4901125765E10,30.74
AGGY,WisdomTree Barclays Yield Enhanced U.S. Aggregate Bond Fund,48.76,-0.12,3.80757E8,
ALL-C,Allstate优先股C,25.64,-0.12,3.95318E8,
ATI,阿勒格尼技术公司,25.91,-0.12,3.2583037E9,
ATR,阿普达,94.33,-0.12,5.8877229E9,27.7
AVY,艾利丹尼森,106.99,-0.12,9.4374427E9,34.22
BEMO,Aptus Behavioral Momentum ETF,32.7,-0.12,4.5836E7,
CLNS-E,"Colony NorthStar, Inc. 8.75% Series E cumulative redeemable perpetual preferred stock",25.25,-0.12,2.528E8,
CNBKA,世纪银行,80.15,-0.12,2.895443E8,20.01
COF-G,"Capital One Financial Corporation Depositary Shares, Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative",24.6,-0.12,5.9112E8,
CORR-A,"CorEnergy Infrastructure Trust, Inc. Depositary Shares, each representing a 1/100th fractional interest of a share of 7.375% Ser",25.0,-0.12,5.63175E7,
COWNZ,Cowen Inc. 7.35% Senior Notes Due 2027,25.07,-0.12,1.2048E8,
CS,瑞士信贷,16.54,-0.12,4.23275541E10,
CSWCL,Capital Southwest Corporation 5.95% Notes due 2022,25.32,-0.12,5.07E7,
DENN,Denny's Corporation,16.57,-0.12,1.0660173E9,29.63
EFF,伊万浮动利率收益增强基金,16.55,-0.12,1.260384E8,
ELS-CL,ELS-CL,25.01,-0.12,0.0,
FANG,"Diamondback Energy, Inc. - Commmon Stock",128.24,-0.12,1.26046799E10,25.99
GOVT,美国核心国债ETF-iShares,24.4,-0.12,5.484535E9,
GSEU,Goldman Sachs ActiveBeta Europe Equity ETF,32.22,-0.12,7.58157E7,
ERYY,Direxion Daily Energy Bear 1X Shares,21.23,0.0,1061500.0,
ERW,VelocityShares Equal Risk Wtd Lg Cp ETF,49.0,0.0,2740000.0,
ERTS,艺电,0.0,0.0,0.0,
EROCW,EAGLE ROCK ENERGY PARTNERS L,0.0,0.0,0.0,
ERO,Barclays PLC iPath EUR/USD Exchange Rate ETN,45.01,0.0,1941700.0,
ERNTU,ERNTU,0.0,0.0,0.0,
ERGF,iShares Edge MSCI Multifactor Energy ETF,28.57,0.0,2857000.0,
EQS,"Equus Total Return, Inc.",2.4,0.0,3.24436E7,
EQR-N.CL,EQUITY RESIDENTIAL,25.12,0.0,1.5072E8,
EQCO.CL,Equity Commonwealth 5.75% Senior Notes due 2042,25.14,0.0,1.7591E8,
EQCO,Equity Commonwealth 5.75% Senior Notes due 2042,25.05,0.0,1.7514E8,
EQ,EQ,0.06,0.0,872150.0,
EPZST,NASDAQ Test Symbol,0.0,0.0,0.0,
EPR-F.CL,EPR Properties Pfd Ser F,25.32,0.0,1.26425E8,
EPR-F,EPR Properties Pfd Ser F,25.26,0.0,1.263E8,8.61
EPR-D.CL,ENTERTAINMENT PPTYS TR,0.0,0.0,1.156E8,
EPM-AL,EPM-AL,25.06,0.0,0.0,
EPIX,ESSA Pharma Inc.,0.16,0.0,1.84835E7,
EPG,电力环保,241.0,0.0,1.1454E8,10.29
EOX,Emerald Oil Inc,1.37,0.0,1.192996E7,
EOC,Empresa Nacional de Electricidad S.A,39.51,0.0,1.06786845E10,15.81
EO,EO,0.0,0.0,0.0,
ENZY,Enzymotec Ltd. - Ordinary Shares,11.85,0.0,2.77623E8,
ENXP,Energy & Exploration Partners,0.0,0.0,0.0,
ENTX,Entera Bio Ltd,0.0,0.0,0.0,
ENTWW,GLOBAL EAGLE ENTMT INC,3.65,0.0,0.0,
ENTL,"Entellus Medical, Inc.",24.0,0.0,6.174772E8,
ENT,全球鹰娱乐,1.19,0.0,1.080533E8,
ENRJ,"EnerJex Resources, Inc.",0.2051,0.0,4057400.0,1.56
ENPT,ENPT,0.24,0.0,3722880.0,
ENOC,艾诺NOC,7.65,0.0,2.399973E8,
ENJ,"Entergy New Orleans, LLC First Mortgage Bonds, 5.0% Series due December 1, 2052",24.51,0.0,2.9418E7,5.57
ENI.RT,ENERSIS S A,0.02,0.0,1.2689488E11,15.2
ENI,奈尔西斯,13.76,0.0,1.35692424E10,460.67
ENH-C,"Endurance Specialty Holdings Ltd Depositary Shares, each Representing a 1/1000th Interest in a Share of 6.350% Non-Cumulative Pr",25.28,0.0,2.323E8,
ENH,耐力特,92.98,0.0,6.2862802E9,18.86
EMZ.L,EMZ.L,25.3,0.0,0.0,
EMX,EMX Royalty Corporation  (Canada),0.88,0.0,7.01767E7,
EMVX,GLOBAL X FDS,23.57,0.0,2300000.0,
